1305154035,237.175.138.142,324,PA
1411948837,77.199.38.49,98,ME
1623000819,16.178.227.31,883,CO
804203943,246.226.130.137,371,CT
676800124,242.225.203.91,769,FL
757432818,119.87.74.161,656,CO
1186504753,66.248.126.4,759,CT
2042581249,72.74.164.226,992,TX
1848960848,181.222.140.156,577,PA
1631988345,21.251.208.126,391,TX
962651708,186.153.11.121,310,CO
1885360214,11.119.163.69,778,FL
1092366160,225.184.170.184,829,CO
1710696103,173.160.226.235,373,ME
1831189061,105.4.15.155,848,VT
710500716,74.95.76.144,617,CA
1056310530,62.72.241.188,577,NY
1647232607,167.93.177.167,916,FL
641109917,216.167.41.35,952,TX
871798754,121.94.164.251,393,FL
1226077314,166.9.252.128,651,ME
1360230206,73.232.3.98,32,VT
701762062,29.119.73.69,188,VT
644183708,105.9.91.177,124,CO
1402399207,40.170.86.229,273,NY
1102577886,22.151.31.138,116,NY
856300701,173.87.38.11,634,CT
1556767174,61.219.114.230,158,FL
1142250889,145.173.166.197,13,ME
1122014354,104.1.45.16,641,TX
1172789568,117.152.229.159,287,PA
1664824697,40.172.136.161,803,TX
1824552534,84.96.173.247,611,NJ
1300379668,239.45.230.14,368,FL
1158505240,21.93.126.56,623,CO
1302025857,125.214.105.105,411,PA
1745903318,240.69.137.58,440,TX
1080841985,230.234.44.168,390,CO
1599726316,27.79.63.6,723,FL
1817155433,123.99.216.212,479,VT
1557623258,160.171.219.30,948,NY
1973314381,212.179.4.50,668,TX
1147954114,219.41.166.212,773,ME
1931111677,128.55.215.8,968,NY
1367130891,119.140.85.244,171,ME
1714657128,184.230.163.128,412,TX
1568918647,112.150.29.165,540,ME
2109701208,51.187.105.143,897,NJ
680247649,36.46.46.167,667,PA
1503913157,180.65.250.5,861,FL
1071106024,187.3.180.22,802,CO
1759999895,75.99.204.36,74,NY
1769303536,25.10.203.216,275,VT
2038555779,130.103.123.82,794,PA
1978426492,64.25.139.94,419,TX
663555550,108.54.97.71,281,TX
769432277,132.145.169.51,263,CT
693959266,131.144.113.13,633,ME
932518794,88.37.39.102,159,CT
1347269131,22.139.167.42,392,VT
1712161269,208.113.131.73,187,PA
960509179,47.91.16.129,683,TX
1004942123,233.71.22.6,247,CT
1096873442,98.225.116.145,981,PA
1874028076,234.201.110.45,206,NJ
1346748560,66.88.203.238,893,FL
931114625,98.167.12.158,778,CT
1803897275,254.100.164.161,975,PA
712642713,71.95.195.67,590,NY
1123468704,95.209.55.154,707,CT
1170560714,134.91.65.254,323,CT
1471195101,216.229.127.87,307,CA
2064238673,146.42.40.154,345,CO
1246605781,174.172.13.66,994,ME
1976268921,80.45.39.18,151,FL
