1345091394,202.11.235.51,914,FL
931805474,78.124.67.119,736,CA
1087090303,78.111.167.247,727,CA
968229584,210.82.191.54,334,CA
731742205,168.115.138.18,106,VT
1864537760,154.55.233.80,69,PA
692546285,195.208.229.232,63,VT
1532809161,10.190.152.126,716,NJ
1864831059,110.152.198.81,439,NJ
1737362899,211.108.28.116,183,CA
1277916708,111.161.31.43,571,CA
1020836139,2.236.146.36,106,VT
1562308408,122.43.138.236,807,CO
1825654216,240.161.17.171,906,VT
992178934,169.114.186.71,51,VT
2109164733,78.250.51.131,788,NY
1648519760,146.197.106.69,712,ME
1897446020,187.107.182.79,923,PA
1296564685,134.48.20.66,204,CA
838280345,174.193.120.193,470,CO
758224377,201.139.27.36,684,CT
1798561717,90.201.45.60,758,NY
1522192853,227.120.115.200,785,FL
1565130823,52.228.169.69,746,CO
1505635817,34.47.223.199,872,NY
1327638129,93.219.51.168,395,NJ
759553626,9.195.199.228,924,CA
1022139739,250.7.227.143,347,CO
1520739947,49.58.94.37,93,CA
1355156403,225.227.119.230,771,CO
2012666873,1.21.234.198,62,ME
1527461290,209.124.29.213,617,PA
964075678,50.146.251.157,816,NY
635803039,247.136.20.155,843,PA
2009774490,11.128.134.241,369,FL
1722931473,118.171.15.77,995,PA
1168277501,215.250.113.9,736,NJ
2110365192,77.156.227.226,240,CT
1273847596,40.76.115.30,88,PA
1903507938,15.192.4.182,786,VT
1477921828,59.196.180.127,48,PA
1390192729,161.64.192.6,875,FL
1716431335,213.204.159.168,942,CA
1254628313,114.112.105.103,828,ME
1380429233,170.144.136.187,650,FL
1678526227,133.240.7.123,566,NJ
1216391823,6.40.127.252,279,PA
1246286197,70.88.90.133,511,CO
1425605857,70.49.190.152,2,VT
1773466048,198.26.166.94,553,FL
988087229,108.179.114.141,659,ME
964427687,171.168.141.123,291,VT
1880917831,49.88.161.191,138,NY
1512148648,165.169.253.2,400,TX
1626089491,240.138.44.221,78,CA
2036508534,103.36.183.34,541,FL
906782585,41.230.86.12,671,CT
2095243404,113.5.169.198,146,CT
1165586440,18.100.199.130,469,CO
1579629431,234.99.66.207,29,PA
845006583,83.0.161.68,365,NJ
1077079965,138.17.13.104,141,NY
1255957227,245.191.14.231,269,CO
1959364200,24.28.116.153,47,TX
1715850595,42.40.195.252,682,FL
783749397,99.152.82.78,225,ME
1142180892,246.161.87.185,143,VT
1214209384,59.141.246.194,731,CO
1054778966,26.46.27.121,226,CO
1457768926,86.4.245.35,847,VT
910149747,92.34.6.64,886,PA
1280791447,75.78.65.76,940,CA
2004072539,124.104.70.201,194,NJ
903900891,52.236.237.232,744,VT
971744792,252.147.39.42,414,FL
1078770419,92.136.161.205,593,PA
1824929573,82.254.203.8,117,ME
1256052544,210.158.251.207,353,VT
1715504141,215.65.0.144,684,NJ
879979723,96.83.109.25,363,VT
1111571831,239.130.47.54,220,CA
1906503043,91.223.141.38,432,NY
1104616537,19.2.240.34,234,NJ
2085135802,222.52.11.202,532,ME
1482152332,53.47.85.57,615,CA
646573381,67.89.213.151,452,CO
1371582336,219.240.239.76,695,VT
2054879033,225.144.81.194,842,PA
1526039856,99.243.31.140,296,VT
830424031,62.178.1.56,652,NY
857493045,6.190.38.250,351,NY
1524320490,220.105.84.87,811,CT
1431023531,222.109.13.75,966,NY
1929711827,68.135.207.6,289,ME
678814163,53.240.0.111,157,ME
1759664253,55.71.179.124,148,CO
860157786,135.110.18.174,284,PA
807992750,99.247.145.177,709,CT
931942714,7.74.106.208,774,NY
1745380342,123.118.212.235,916,ME
885298966,93.86.149.243,253,PA
1152637437,231.169.151.45,442,CA
1776100715,4.95.34.132,151,PA
2066772861,162.160.59.34,766,PA
1676446745,82.249.185.10,626,VT
1858122314,194.200.244.233,786,ME
1334629964,190.74.56.220,631,NJ
2037321384,179.110.245.79,33,NY
1592110549,221.147.30.190,120,TX
968196485,30.126.7.200,268,ME
1718607583,200.122.166.110,544,NY
1432962016,220.73.25.207,693,CO
1759703389,84.79.117.186,168,CA
742398447,197.60.128.78,734,ME
1289875253,16.206.43.190,68,PA
1313057379,173.31.32.122,350,TX
805087352,155.155.202.16,228,TX
2062548712,212.61.203.139,940,VT
1165724402,147.222.104.107,684,CT
1225123687,28.183.147.141,71,NY
2082777065,10.102.99.175,761,FL
1188269016,161.235.188.164,237,TX
1153732650,55.71.235.76,980,CT
1445426304,155.143.155.155,934,CT
1414435059,115.80.252.104,642,NJ
1891165001,24.98.242.220,678,CA
1843889312,71.19.65.164,324,NJ
738234072,60.138.39.9,937,ME
1970363979,123.73.43.177,764,NJ
654266735,32.174.199.97,119,VT
1368879242,238.158.179.245,600,VT
1306058804,73.46.77.116,639,ME
1341982344,190.139.180.230,749,VT
918153195,92.130.237.103,440,CT
952348310,11.134.208.229,454,VT
2101105479,243.208.70.32,852,CA
1058870731,74.237.130.71,556,FL
982682163,187.63.28.124,551,VT
790068694,61.198.174.48,37,VT
1178471698,233.137.26.48,565,ME
1810760499,251.52.244.247,574,TX
1402061759,182.213.66.53,985,CA
1501935002,70.203.60.228,713,NJ
1601698936,108.182.138.10,394,CA
1358433373,96.180.189.229,705,FL
2046321766,105.244.248.136,497,CO
2104752150,116.69.137.91,238,CO
1763195621,248.136.234.143,948,TX
1615673027,17.67.222.101,823,CT
913576976,155.148.154.197,382,FL
979599106,64.26.253.120,631,TX
1127464967,67.102.216.2,994,CO
1923632791,173.26.51.249,236,CA
1003332301,139.1.63.222,412,CA
1646593561,101.203.43.85,640,CA
2035831778,189.219.127.75,808,CO
1389054087,58.29.15.170,876,TX
1800660925,82.127.53.187,329,CO
2009468022,222.62.159.93,894,NJ
1345960863,21.225.190.157,508,CA
716840251,153.238.33.250,476,TX
1157499638,44.253.201.192,865,CT
1861052856,164.182.80.61,869,TX
2051615164,31.236.23.54,111,TX
2093048614,105.74.18.239,476,NY
913719039,148.94.34.88,628,PA
1033892521,23.117.234.135,608,ME
1160756498,111.149.88.65,246,VT
688848731,223.247.231.38,306,CT
1462414627,16.103.0.22,416,CA
1635849405,120.133.67.87,944,NY
766284033,186.76.193.69,400,CO
1118440391,73.254.128.122,550,NY
1290780748,6.250.205.72,308,CT
1385513830,82.193.228.252,898,CA
1168067993,120.110.7.202,79,ME
1082970362,191.9.30.105,401,CT
1478659443,195.31.217.165,574,PA
2038076239,103.46.236.163,584,VT
738225076,126.250.6.53,190,VT
1433712928,200.109.208.29,206,PA
1543628821,169.83.169.253,678,TX
2013978244,64.130.85.253,61,FL
1292896417,211.94.123.196,695,NJ
723246730,233.17.15.135,921,PA
1670358015,67.29.168.172,788,PA
1217916364,223.60.109.199,770,FL
1653384883,165.185.216.86,964,NJ
1149706005,8.244.18.48,102,CA
1274073368,43.196.109.106,385,VT
1500544374,201.156.143.49,115,CO
1382548043,84.157.8.32,8,VT
1245349718,183.62.118.136,845,PA
1993019945,0.43.227.78,315,CO
1254795459,44.159.141.195,229,NY
1383119049,126.246.201.172,847,PA
1467171691,125.246.114.112,768,PA
890264993,194.86.12.72,112,CA
1627498708,29.220.106.239,414,FL
1622134532,141.26.40.10,540,NY
1652523380,117.49.69.163,692,FL
1593726501,117.6.249.141,251,NY
957258414,24.85.67.40,538,FL
1996339654,169.220.218.19,293,CA
2101101405,172.49.152.224,376,NY
963981425,60.134.76.175,972,TX
1308432919,98.113.41.40,614,ME
1305279803,148.172.156.81,100,ME
1947367013,199.72.92.232,689,CO
812146994,109.75.135.73,456,FL
1680534815,124.209.139.144,881,CT
666452636,2.205.36.132,402,VT
671293229,141.191.164.179,777,CT
1762235195,154.163.12.219,978,PA
686693426,38.16.43.18,40,NJ
1228821606,254.68.31.35,835,NY
1692084385,189.58.212.138,103,ME
992948516,50.28.8.33,574,ME
1769175809,141.78.22.111,102,CA
1725329935,238.226.107.53,443,VT
1724682784,197.71.78.249,528,NJ
1375187833,61.164.16.54,96,CO
718344034,87.86.26.6,838,PA
1648831151,25.40.115.46,4,NY
724432417,161.194.145.140,623,CT
1145351100,13.38.201.90,808,TX
1381220345,208.2.139.35,748,CT
1562552724,219.81.101.115,728,CO
1578482469,165.47.164.210,676,CT
1831060403,15.214.0.195,772,CO
1734379226,182.63.181.196,48,FL
1846297198,229.99.47.92,130,ME
1928830432,217.68.26.198,184,CA
1769669469,170.37.244.238,579,VT
1218315856,182.84.46.169,249,ME
1648788082,237.32.126.223,839,NJ
1989953127,18.56.254.15,451,ME
1872371889,53.30.102.1,459,NJ
1475801095,74.127.188.254,216,FL
1709037900,75.219.164.213,433,CO
912826356,168.182.106.57,942,CT
644193133,221.13.248.118,883,CO
1974148632,122.253.8.130,74,CT
747682370,195.169.118.216,703,TX
1892598485,58.9.188.177,948,PA
1274950101,198.232.71.76,386,FL
1461240503,160.2.91.8,515,CO
1956410212,58.75.40.155,534,CO
1347711038,17.47.79.87,483,NJ
1258910856,195.64.101.103,965,VT
2054907741,180.156.199.8,364,VT
1237703465,9.23.187.83,681,VT
1837576482,84.252.206.253,188,CT
1240175928,72.235.75.46,956,CA
1661447057,244.94.183.139,558,PA
